,Rurality,University,GPA,GAMSAT,Final Combo Score,Raw Combo Score,Deakin Bonus,ANU Bonus,MQ Bonus (GPA),Notes,
40,Non-Rural,Griffith University,6.965,71.5,1.71,1.71,2,0,0,-,
41,Non-Rural,Griffith University,7,70,1.7,1.7,0,0,0,No,
42,Non-Rural,Griffith University,6.979,70,1.697,1.697,2,0,0,-,
43,Non-Rural,Griffith University,6.868,71.5,1.69614285714286,1.69614285714286,2,0,0,-,
44,Non-Rural,Griffith University,6.938,69.75,1.68864285714286,1.68864285714286,0,0,0,-,
45,Non-Rural,Griffith University,6.521,75.25,1.68407142857143,1.68407142857143,2,0,0,-,
46,Non-Rural,Griffith University,6.84,70.5,1.68214285714286,1.68214285714286,0,0,0,-,
47,Non-Rural,Griffith University,6.65,72.75,1.6775,1.6775,0,0,0,portfolio strength (average),
48,Non-Rural,Griffith University,7,67.75,1.6775,1.6775,2,0,0,-,
49,Non-Rural,Griffith University,6.854,69.75,1.67664285714286,1.67664285714286,0,0,0,-,
50,Non-Rural,Griffith University,6.448,75.5,1.67614285714286,1.67614285714286,0,0,0,-,
51,Non-Rural,Griffith University,6.612,73,1.67457142857143,1.67457142857143,0,0,0,-,
52,Non-Rural,Griffith University,6.885,69,1.67357142857143,1.67357142857143,0,0,0,-,
53,Non-Rural,Griffith University,6.896,68.5,1.67014285714286,1.67014285714286,0,0,0,-,
54,Non-Rural,Griffith University,6.65,72,1.67,1.67,0,0,0,-,
55,Non-Rural,Griffith University,7,67,1.67,1.67,0,0,0,-,
56,Non-Rural,Griffith University,6.53,71.5,1.64785714285714,1.64785714285714,0,0,0,-,
57,Non-Rural,Griffith University,6.57,70.75,1.64607142857143,1.64607142857143,0,0,0,-,
58,Non-Rural,Macquarie University,7,69.25,1.6925,1.6925,0,0,0,-,
59,Non-Rural,Macquarie University,6.979,68.5,1.682,1.682,2,0,0,-,
60,Non-Rural,Macquarie University,6.73,69,1.68027142857143,1.65142857142857,0,0,3,-,
61,Non-Rural,Macquarie University,6.818,70.5,1.679,1.679,0,0,0,-,
62,Non-Rural,Macquarie University,6.917,69,1.67814285714286,1.67814285714286,0,0,0,-,
63,Non-Rural,Macquarie University,6.62,71.25,1.65821428571429,1.65821428571429,0,0,0,-,
64,Non-Rural,Macquarie University,6.833,65,1.65542714285714,1.62614285714286,2,0,3,-,
65,Non-Rural,Macquarie University,6.749,69,1.65414285714286,1.65414285714286,0,0,0,-,
66,Non-Rural,Macquarie University,6.744,69,1.65342857142857,1.65342857142857,0,0,0,-,
67,Non-Rural,Macquarie University,6.917,66.5,1.65314285714286,1.65314285714286,4,0,0,-,
68,Non-Rural,Macquarie University,6.813,67.5,1.64828571428571,1.64828571428571,0,0,0,GAM,
69,Non-Rural,Macquarie University,6.931,65.75,1.64764285714286,1.64764285714286,0,0,0,BHMS(A) grad,
70,Non-Rural,Macquarie University,6.573,68,1.64717,1.619,6,0,3,UOW portfolio - average,
71,Non-Rural,Macquarie University,6.41,73,1.64571428571429,1.64571428571429,0,0,0,-,
72,Non-Rural,Macquarie University,6.76,67.5,1.64071428571429,1.64071428571429,0,0,0,-,
73,Non-Rural,Macquarie University,6.688,68.25,1.63792857142857,1.63792857142857,2,0,0,-,
74,Non-Rural,Macquarie University,6.927,61.75,1.63675857142857,1.60707142857143,0,0,3,-,
75,Non-Rural,The University of Melbourne,6.9,85.6666666666667,1.84238095238095,1.84238095238095,0,0,0,-,
76,Non-Rural,The University of Melbourne,7,81.6666666666667,1.81666666666667,1.81666666666667,0,0,0,-,
77,Non-Rural,The University of Melbourne,6.988,80.3333333333333,1.80161904761905,1.80161904761905,0,2,0,-,
78,Non-Rural,The University of Melbourne,6.9,80,1.78571428571429,1.78571428571429,0,4,0,-,
79,Non-Rural,The University of Melbourne,7,77.6666666666667,1.77666666666667,1.77666666666667,0,0,0,-,
80,Non-Rural,The University of Melbourne,6.854,78.3333333333333,1.76247619047619,1.76247619047619,0,0,0,-,
81,Non-Rural,The University of Melbourne,6.92,77.3333333333333,1.76190476190476,1.76190476190476,0,0,0,-,
82,Non-Rural,The University of Melbourne,6.917,76.6666666666667,1.75480952380952,1.75480952380952,2,0,0,-,
83,Non-Rural,The University of Melbourne,6.888,76.6666666666667,1.75066666666667,1.75066666666667,0,0,0,-,
84,Non-Rural,The University of Melbourne,6.978,75.3333333333333,1.75019047619048,1.75019047619048,2,0,0,-,
85,Non-Rural,The University of Melbourne,6.8,77.6666666666667,1.74809523809524,1.74809523809524,0,0,0,GPA unconfirmed,
86,Non-Rural,The University of Melbourne,6.759,78,1.74557142857143,1.74557142857143,0,0,0,-,
87,Non-Rural,The University of Melbourne,6.913,75.6666666666667,1.7442380952381,1.7442380952381,2,2,0,-,
88,Non-Rural,The University of Melbourne,7,74.3333333333333,1.74333333333333,1.74333333333333,0,0,0,VIC resident,
89,Non-Rural,The University of Melbourne,6.78,77.3333333333333,1.74190476190476,1.74190476190476,0,0,0,-,
90,Non-Rural,The University of Melbourne,7,74,1.74,1.74,0,0,0,-,
91,Non-Rural,The University of Melbourne,7,74,1.74,1.74,0,0,0,No,
92,Non-Rural,The University of Melbourne,6.951,74.6666666666667,1.73966666666667,1.73966666666667,0,2,0,-,
93,Non-Rural,The University of Melbourne,6.953,74.3333333333333,1.73661904761905,1.73661904761905,4,4,0,-,
94,Non-Rural,The University of Melbourne,6.92,74.6666666666667,1.7352380952381,1.7352380952381,0,0,0,-,
95,Non-Rural,The University of Melbourne,7,73.3333333333333,1.73333333333333,1.73333333333333,0,0,0,-,
96,Non-Rural,The University of Melbourne,6.953,74,1.73328571428571,1.73328571428571,0,0,0,-,
97,Non-Rural,The University of Melbourne,6.92,74.3333333333333,1.73190476190476,1.73190476190476,0,0,0,-,
98,Non-Rural,The University of Melbourne,6.877,74.6666666666667,1.72909523809524,1.72909523809524,0,0,0,-,
99,Non-Rural,The University of Melbourne,6.9,74.3333333333333,1.72904761904762,1.72904761904762,0,0,0,-,
100,Non-Rural,The University of Melbourne,6.96,73,1.72428571428571,1.72428571428571,0,2,0,-,
101,Non-Rural,The University of Melbourne,7,72.3333333333333,1.72333333333333,1.72333333333333,0,0,0,-,
102,Non-Rural,The University of Melbourne,7,72.3333333333333,1.72333333333333,1.72333333333333,0,0,0,-,
103,Non-Rural,The University of Melbourne,6.83,74.6666666666667,1.72238095238095,1.72238095238095,0,0,0,-,
104,Non-Rural,The University of Melbourne,6.938,73,1.72114285714286,1.72114285714286,0,0,0,-,
105,Non-Rural,The University of Melbourne,6.586,78,1.72085714285714,1.72085714285714,0,2,0,-,
106,Non-Rural,The University of Melbourne,6.937,72.6666666666667,1.71766666666667,1.71766666666667,0,0,0,-,
107,Non-Rural,The University of Melbourne,6.98,72,1.71714285714286,1.71714285714286,4,0,0,-,
108,Non-Rural,The University of Melbourne,6.938,72.3333333333333,1.71447619047619,1.71447619047619,0,0,0,-,
109,Non-Rural,The University of Melbourne,6.844,73.6666666666667,1.71438095238095,1.71438095238095,0,0,0,-,
110,Non-Rural,The University of Melbourne,7,71.3333333333333,1.71333333333333,1.71333333333333,0,0,0,-,
111,Non-Rural,The University of Melbourne,6.708,75.3333333333333,1.71161904761905,1.71161904761905,2,0,0,-,
112,Non-Rural,The University of Melbourne,6.8,74,1.71142857142857,1.71142857142857,0,0,0,-,
113,Non-Rural,The University of Melbourne,6.444,79,1.71057142857143,1.71057142857143,0,0,0,-,
114,Non-Rural,The University of Melbourne,7,71,1.71,1.71,2,0,0,-,
115,Non-Rural,The University of Melbourne,6.916,72,1.708,1.708,0,0,0,-,
116,Non-Rural,The University of Melbourne,6.96,71.3333333333333,1.70761904761905,1.70761904761905,6,0,0,None,
117,Non-Rural,The University of Melbourne,6.96,71.3333333333333,1.70761904761905,1.70761904761905,4,0,0,Gam,
118,Non-Rural,The University of Melbourne,7,70.6666666666667,1.70666666666667,1.70666666666667,0,0,0,-,
119,Non-Rural,The University of Melbourne,7,70.6666666666667,1.70666666666667,1.70666666666667,0,0,0,-,
120,Non-Rural,The University of Melbourne,6.8333,73,1.70618571428571,1.70618571428571,0,0,0,GAM,
121,Non-Rural,The University of Melbourne,7,70.3333333333333,1.70333333333333,1.70333333333333,0,0,0,-,
122,Non-Rural,The University of Melbourne,6.984,70,1.69771428571429,1.69771428571429,0,0,0,-,
123,Non-Rural,The University of Melbourne,6.906,71,1.69657142857143,1.69657142857143,0,0,0,-,
124,Non-Rural,The University of Melbourne,6.781,72.6666666666667,1.69538095238095,1.69538095238095,0,0,0,-,
125,Non-Rural,The University of Melbourne,6.45,77.3333333333333,1.6947619047619,1.6947619047619,0,0,0,-,
126,Non-Rural,The University of Melbourne,7,69.3333333333333,1.69333333333333,1.69333333333333,0,0,0,-,
127,Non-Rural,The University of Melbourne,6.95,70,1.69285714285714,1.69285714285714,2,2,0,GAM applicant,
128,Non-Rural,The University of Melbourne,6.48,76.6666666666667,1.69238095238095,1.69238095238095,0,0,0,-,
129,Non-Rural,The University of Melbourne,6.83,71.6666666666667,1.69238095238095,1.69238095238095,0,0,0,-,
130,Non-Rural,The University of Melbourne,6.923,70.3333333333333,1.69233333333333,1.69233333333333,2,4,0,GAM,
131,Non-Rural,The University of Melbourne,6.8,72,1.69142857142857,1.69142857142857,0,0,0,-,
132,Non-Rural,The University of Melbourne,6.82,71.6666666666667,1.69095238095238,1.69095238095238,0,0,0,GAM,
133,Non-Rural,The University of Melbourne,6.912,70.3333333333333,1.6907619047619,1.6907619047619,2,0,0,-,
134,Non-Rural,The University of Melbourne,7,69,1.69,1.69,0,0,0,-,
135,Non-Rural,The University of Melbourne,6.905,70.3333333333333,1.6897619047619,1.6897619047619,0,2,0,-,
136,Non-Rural,The University of Melbourne,6.73,72.6666666666667,1.68809523809524,1.68809523809524,0,0,0,-,
137,Non-Rural,The University of Melbourne,6.8,71.6666666666667,1.68809523809524,1.68809523809524,0,0,0,-,
138,Non-Rural,The University of Melbourne,6.963,69.3333333333333,1.68804761904762,1.68804761904762,0,0,0,-,
139,Non-Rural,The University of Melbourne,6.728,72.6666666666667,1.68780952380952,1.68780952380952,0,0,0,-,
140,Non-Rural,The University of Melbourne,6.938,69.6666666666667,1.68780952380952,1.68780952380952,0,0,0,-,
141,Non-Rural,The University of Melbourne,6.75,72.3333333333333,1.68761904761905,1.68761904761905,0,0,0,-,
142,Non-Rural,The University of Melbourne,7,68.6666666666667,1.68666666666667,1.68666666666667,0,0,0,Graduate Access Melbourne applicant,
143,Non-Rural,The University of Melbourne,6.32,78.3333333333333,1.68619047619048,1.68619047619048,0,0,0,-,
144,Non-Rural,The University of Melbourne,6.844,70.6666666666667,1.68438095238095,1.68438095238095,0,0,0,-,
145,Non-Rural,The University of Melbourne,6.93,69.3333333333333,1.68333333333333,1.68333333333333,0,0,0,-,
146,Non-Rural,The University of Melbourne,6.975,68.6666666666667,1.68309523809524,1.68309523809524,0,0,0,UoM Student (just an fyi),
147,Non-Rural,The University of Melbourne,6.578,74.3333333333333,1.68304761904762,1.68304761904762,6,0,0,-,
148,Non-Rural,The University of Melbourne,6.875,70,1.68214285714286,1.68214285714286,2,0,0,-,
149,Non-Rural,The University of Melbourne,6.688,72.6666666666667,1.68209523809524,1.68209523809524,0,2,0,GAM,
150,Non-Rural,The University of Melbourne,6.64,73.3333333333333,1.68190476190476,1.68190476190476,0,0,0,above average portfolio,
151,Non-Rural,The University of Melbourne,6.71,72.3333333333333,1.68190476190476,1.68190476190476,0,0,0,Weak portfolio,
152,Non-Rural,The University of Melbourne,6.963,68.6666666666667,1.68138095238095,1.68138095238095,2,0,0,-,
153,Non-Rural,The University of Melbourne,6.495,75.3333333333333,1.68119047619048,1.68119047619048,0,0,0,-,
154,Non-Rural,The University of Melbourne,6.793,71,1.68042857142857,1.68042857142857,0,0,0,-,
155,Non-Rural,The University of Melbourne,6.763,71.3333333333333,1.67947619047619,1.67947619047619,0,2,0,-,
156,Non-Rural,The University of Melbourne,6.9,69.3333333333333,1.67904761904762,1.67904761904762,0,0,0,-,
157,Non-Rural,The University of Melbourne,6.85,70,1.67857142857143,1.67857142857143,0,2,0,-,
158,Non-Rural,The University of Melbourne,6.725,71.6666666666667,1.67738095238095,1.67738095238095,0,2,0,GAM,
159,Non-Rural,The University of Melbourne,6.56,74,1.67714285714286,1.67714285714286,0,0,0,-,
160,Non-Rural,The University of Melbourne,6.583,73.3333333333333,1.6737619047619,1.6737619047619,0,0,0,-,
161,Non-Rural,The University of Melbourne,6.11,77,1.64285714285714,1.64285714285714,0,0,0,Fairly strong portfolio (I think),
162,Non-Rural,The University of Melbourne,5.838,78.6666666666667,1.62066666666667,1.62066666666667,2,0,0,GAM,
163,Non-Rural,The University of Notre Dame Fremantle,6.9,81,1.79571428571429,1.79571428571429,0,0,0,"WA resident bonus. I think strong-ish portfolio (research experience in rural/Aboriginal health, advocacy volunteering in mental health/sexual assault policy, international academic awards, and some random stuff- like making an app in high school and a random internship I did)",
164,Non-Rural,The University of Notre Dame Fremantle,6.798,71.3333333333333,1.68447619047619,1.68447619047619,0,0,0,WA Residency,
165,Non-Rural,The University of Notre Dame Fremantle,6.99,68,1.67857142857143,1.67857142857143,0,2,0,"Not WA resident, i would say portfolio was maybe slightly above average (idk?)",
166,Non-Rural,The University of Notre Dame Fremantle,6.94,68,1.67142857142857,1.67142857142857,0,0,0,"WA resident, Strong Portfolio, Also received UWA DMD interview!",
167,Non-Rural,The University of Notre Dame Fremantle,6.75,70.3333333333333,1.66761904761905,1.66761904761905,0,0,0,Coursework Master completed,
168,Non-Rural,The University of Notre Dame Fremantle,6.9,67.6666666666667,1.66238095238095,1.66238095238095,0,0,0,WA resident,
169,Non-Rural,The University of Notre Dame Fremantle,6.89,66.6666666666667,1.65095238095238,1.65095238095238,4,2,0,-,
170,Non-Rural,The University of Notre Dame Fremantle,6.98,65.3333333333333,1.65047619047619,1.65047619047619,0,0,0,-,
171,Non-Rural,The University of Notre Dame Fremantle,6.979,65.3333333333333,1.65033333333333,1.65033333333333,0,0,0,portfolio above average,
172,Non-Rural,The University of Notre Dame Fremantle,6.708,67.3333333333333,1.63161904761905,1.63161904761905,0,0,0,"Wa resident, above average portfolio",
173,Non-Rural,The University of Notre Dame Fremantle,6.7,65.6666666666667,1.61380952380952,1.61380952380952,0,0,0,WA resident.,
174,Non-Rural,The University of Notre Dame Fremantle,6.3125,71,1.61178571428571,1.61178571428571,0,0,0,Above average/ strong portfolio (UOW gave it 4/5 last year),
175,Non-Rural,The University of Notre Dame Fremantle,6.28,71.3333333333333,1.61047619047619,1.61047619047619,0,0,0,-,
176,Non-Rural,The University of Notre Dame Fremantle,6.18,67.3333333333333,1.55619047619048,1.55619047619048,0,0,0,Wa resident,
177,Non-Rural,The University of Notre Dame Fremantle,6.481,62.6666666666667,1.55252380952381,1.55252380952381,6,0,0,"WA Resident, Strong Portfolio.",
178,Non-Rural,The University of Notre Dame Fremantle,5.233,80,1.54757142857143,1.54757142857143,2,0,0,S tier portfolio,
179,Non-Rural,The University of Notre Dame Fremantle,6.5,60.6666666666667,1.5352380952381,1.5352380952381,4,0,0,WA resident; good portfolio,
180,Non-Rural,The University of Notre Dame Sydney,7,72.3333333333333,1.72333333333333,1.72333333333333,0,0,0,Above average / potentially strong portfolio,
181,Non-Rural,The University of Notre Dame Sydney,6.97,71.6666666666667,1.71238095238095,1.71238095238095,0,2,0,"above average to strong portfolio (research experience, 15+ years of church volunteering experience, 4+ years volunteering in healthcare, medals in international math comps)",
182,Non-Rural,The University of Notre Dame Sydney,6.87,71.3333333333333,1.6947619047619,1.6947619047619,0,0,3,Above average portfolio.,
183,Non-Rural,The University of Notre Dame Sydney,6.948,69.3333333333333,1.68590476190476,1.68590476190476,2,0,0,-,
184,Non-Rural,The University of Notre Dame Sydney,6.969,69,1.68557142857143,1.68557142857143,0,0,3,I'd say it was aight,
185,Non-Rural,The University of Notre Dame Sydney,6.82,70.6666666666667,1.68095238095238,1.68095238095238,0,2,0,-,
186,Non-Rural,The University of Notre Dame Sydney,6.979,68.3333333333333,1.68033333333333,1.68033333333333,0,2,0,-,
187,Non-Rural,The University of Notre Dame Sydney,6.86,70,1.68,1.68,2,0,0,-,
188,Non-Rural,The University of Notre Dame Sydney,6.819,70.3333333333333,1.67747619047619,1.67747619047619,0,0,0,Strong portfolio,
189,Non-Rural,The University of Notre Dame Sydney,6.868,68,1.66114285714286,1.66114285714286,0,0,0,-,
190,Non-Rural,The University of Notre Dame Sydney,6.875,67.6666666666667,1.65880952380952,1.65880952380952,0,0,0,-,
191,Non-Rural,The University of Notre Dame Sydney,6.73,69.3333333333333,1.6547619047619,1.6547619047619,0,0,0,-,
192,Non-Rural,The University of Notre Dame Sydney,7,65.3333333333333,1.65333333333333,1.65333333333333,0,0,0,-,
193,Non-Rural,The University of Notre Dame Sydney,6.5,72.3333333333333,1.65190476190476,1.65190476190476,0,0,0,Strong portfolio,
194,Non-Rural,The University of Notre Dame Sydney,6.629,70,1.647,1.647,0,0,0,-,
195,Non-Rural,The University of Notre Dame Sydney,6.9,66,1.64571428571429,1.64571428571429,0,0,0,fairly strong portfolio,
196,Non-Rural,The University of Notre Dame Sydney,6.82,67,1.64428571428571,1.64428571428571,0,2,0,Portfolio strength should be at least above average,
197,Non-Rural,The University of Notre Dame Sydney,6.48,71.3333333333333,1.63904761904762,1.63904761904762,0,0,0,Decent portfolio,
198,Non-Rural,The University of Notre Dame Sydney,6.688,68,1.63542857142857,1.63542857142857,0,2,0,-,
199,Non-Rural,The University of Notre Dame Sydney,6.781,66.3333333333333,1.63204761904762,1.63204761904762,0,0,0,Strength of portfolio was improved from last year.,
200,Non-Rural,The University of Notre Dame Sydney,6.755,66.3333333333333,1.62833333333333,1.62833333333333,0,0,0,Above average portfolio,
201,Non-Rural,The University of Notre Dame Sydney,6.659,67.6666666666667,1.62795238095238,1.62795238095238,0,0,0,-,
202,Non-Rural,The University of Notre Dame Sydney,6.634,68,1.62771428571429,1.62771428571429,0,0,0,Strong portfolio,
203,Non-Rural,The University of Notre Dame Sydney,6.58,68.6666666666667,1.62666666666667,1.62666666666667,8,0,0,-,
204,Non-Rural,The University of Notre Dame Sydney,6.699,66.6666666666667,1.62366666666667,1.62366666666667,0,0,0,-,
205,Non-Rural,The University of Notre Dame Sydney,6.597,68,1.62242857142857,1.62242857142857,4,0,0,"WA resident, above average portfolio",
206,Non-Rural,The University of Notre Dame Sydney,6.9,63.6666666666667,1.62238095238095,1.62238095238095,0,0,0,"strong portfolio, healthcare background (registered Nurse)",
207,Non-Rural,The University of Notre Dame Sydney,6.969,61.6666666666667,1.6122380952381,1.6122380952381,0,0,0,-,
208,Non-Rural,The University of Notre Dame Sydney,6.5,68,1.60857142857143,1.60857142857143,2,0,0,-,
209,Non-Rural,The University of Notre Dame Sydney,6.73,64.6666666666667,1.60809523809524,1.60809523809524,6,0,0,Strong portfolio,
210,Non-Rural,The University of Notre Dame Sydney,6.635,65.6666666666667,1.60452380952381,1.60452380952381,0,0,0,strong portfolio,
211,Non-Rural,The University of Notre Dame Sydney,6.757,63.6666666666667,1.60195238095238,1.60195238095238,2,0,0,very strong portfolio,
212,Non-Rural,The University of Notre Dame Sydney,6.29,70,1.59857142857143,1.59857142857143,0,0,0,-,
213,Non-Rural,The University of Notre Dame Sydney,6.938,60.6666666666667,1.59780952380952,1.59780952380952,0,0,0,-,
214,Non-Rural,The University of Notre Dame Sydney,6.87,61.3333333333333,1.5947619047619,1.5947619047619,0,0,0,Strong portfolio,
215,Non-Rural,The University of Notre Dame Sydney,6.781,61.6666666666667,1.58538095238095,1.58538095238095,2,0,0,-,
216,Non-Rural,The University of Notre Dame Sydney,6.771,61.6666666666667,1.58395238095238,1.58395238095238,0,0,0,Strong Portfolio,
217,Non-Rural,The University of Notre Dame Sydney,6.906,59.6666666666667,1.5832380952381,1.5832380952381,0,4,0,"Strong portfolio, especially research - PhD, Postdoc Cambridge, Fulbright Fellowship Harvard",
218,Non-Rural,The University of Notre Dame Sydney,6.396,66,1.57371428571429,1.57371428571429,0,0,0,-,
219,Non-Rural,The University of Notre Dame Sydney,6.59,63,1.57142857142857,1.57142857142857,0,0,0,-,
220,Non-Rural,The University of Notre Dame Sydney,6.347,65.6666666666667,1.56338095238095,1.56338095238095,2,0,0,"Strong portfolio - 10yrs in health, 2 Masters, publications, research experience (both academic and clinical trials), NHS experience etc.",
221,Non-Rural,The University of Notre Dame Sydney,6.234,67,1.56057142857143,1.56057142857143,0,0,0,-,
222,Non-Rural,The University of Notre Dame Sydney,5.383,79,1.559,1.559,4,2,0,-,
223,Non-Rural,The University of Notre Dame Sydney,6.1,67,1.54142857142857,1.54142857142857,0,2,0,"Student athlete, 2x state championship winner, academic scholar, captain for both sports, chair of fundraising committee, John’s Hopkins medical poster presentation, scuba diver, 1st gen immigrant, rural overseas experiences",
224,Non-Rural,The University of Notre Dame Sydney,6.236,63.6666666666667,1.52752380952381,1.52752380952381,2,0,0,Strong portfolio,
225,Non-Rural,The University of Queensland,7,77,1.77,1.77,0,0,0,-,
226,Non-Rural,The University of Queensland,7,74.3333333333333,1.74333333333333,1.74333333333333,0,2,0,-,
227,Non-Rural,The University of Queensland,7,73.6666666666667,1.73666666666667,1.73666666666667,0,0,0,Masters by Research (7 GPA at UQ),
228,Non-Rural,The University of Queensland,6.862,74.6666666666667,1.72695238095238,1.72695238095238,2,0,0,Tier 3 applicant UQ RMP,
229,Non-Rural,The University of Queensland,7,72.6666666666667,1.72666666666667,1.72666666666667,0,2,0,-,
230,Non-Rural,The University of Queensland,7,72.6666666666667,1.72666666666667,1.72666666666667,0,0,0,-,
231,Non-Rural,The University of Queensland,7,72.3333333333333,1.72333333333333,1.72333333333333,2,2,0,-,
232,Non-Rural,The University of Queensland,7,71.3333333333333,1.71333333333333,1.71333333333333,2,0,0,Average portfolio,
233,Non-Rural,The University of Queensland,6.72,75.3333333333333,1.71333333333333,1.71333333333333,0,0,0,-,
234,Non-Rural,The University of Queensland,6.979,71,1.707,1.707,0,0,0,UQ RMP,
235,Non-Rural,The University of Queensland,6.813,73.3333333333333,1.70661904761905,1.70661904761905,0,0,0,-,
236,Non-Rural,The University of Queensland,6.96,71,1.70428571428571,1.70428571428571,0,0,0,-,
237,Non-Rural,The University of Queensland,7,70.3333333333333,1.70333333333333,1.70333333333333,4,0,0,"Rural Medical Program applicant (e.g. UQ Wide Bay/Bundaberg RMP,)",
238,Non-Rural,The University of Queensland,7,69.6666666666667,1.69666666666667,1.69666666666667,0,2,0,-,
239,Non-Rural,The University of Queensland,7,69.6666666666667,1.69666666666667,1.69666666666667,0,0,0,-,
240,Non-Rural,The University of Queensland,7,69.6666666666667,1.69666666666667,1.69666666666667,0,0,0,-,
241,Non-Rural,The University of Queensland,7,69.6666666666667,1.69666666666667,1.69666666666667,6,2,0,-,
242,Non-Rural,The University of Queensland,6.54,76,1.69428571428571,1.69428571428571,0,0,0,RMP Applicant,
243,Non-Rural,The University of Queensland,7,69.3333333333333,1.69333333333333,1.69333333333333,0,0,0,Average portfolio,
244,Non-Rural,The University of Queensland,6.985,69,1.68785714285714,1.68785714285714,2,0,0,-,
245,Non-Rural,The University of Queensland,7,68.6666666666667,1.68666666666667,1.68666666666667,0,0,0,First class Honours,
246,Non-Rural,The University of Queensland,7,68.6666666666667,1.68666666666667,1.68666666666667,0,0,0,Uq RMP offer,
247,Non-Rural,The University of Queensland,6.8,71.3333333333333,1.6847619047619,1.6847619047619,0,0,0,-,
248,Non-Rural,The University of Queensland,6.938,69.3333333333333,1.68447619047619,1.68447619047619,0,0,0,-,
249,Non-Rural,The University of Queensland,6.89,70,1.68428571428571,1.68428571428571,0,0,0,-,
250,Non-Rural,The University of Queensland,7,68,1.68,1.68,0,2,0,UQ Wide Bay/Bundaberg RMP,
