,Timestamp,Rurality,GAMSAT S1 Score,GAMSAT S2 Score,GAMSAT S3 Score,UW GAMSAT,W GAMSAT,Deakin Bonus,ANU Bonus,MQ Bonus (GPA),Notes,Interview?,Interviewing Uni,GPA,GAMSAT,1st Pref Uni,GPA,GAMSAT,2nd Pref Uni,GPA,GAMSAT,3rd Pref Uni,GPA,GAMSAT,4th Pref Uni,GPA,GAMSAT,5th Pref Uni,GPA,GAMSAT,6th Pref Uni,GPA,GAMSAT,"Duplicates?
"
45,8/31/2022 11:32:03,Non-Rural,65,71,65,67,66.5,0,0,0,GAM,No,,,,The University of Melbourne,6.867,67,The University of Queensland,6.756,67,Australian National University,6.896,66.5,The University of Western Australia,6.813,66.5,Deakin University,6.889,66.5,Griffith University,6.875,66.5,"
"
46,8/31/2022 11:32:32,Non-Rural,63,69,59,63.66666667,62.5,2,0,0,,No,,,,The University of Queensland,6.5,63.66666667,Griffith University,6.4,62.5,The University of Notre Dame Fremantle,6.79,63.66666667,Deakin University,6.82,62.5,The University of Notre Dame Fremantle,6.79,63.66666667,,,,"
"
47,8/31/2022 11:32:44,Rural,67,75,60,67.33333333,65.5,12,0,0,,Yes,Deakin University,5.812,65.5,,,,,,,,,,,,,,,,,,,"FALSE
"
48,8/31/2022 11:32:51,Non-Rural,69,71,73,71,71.5,2,0,0,,Yes,Griffith University,6.965,71.5,,,,,,,,,,,,,,,,,,,"FALSE
"
49,8/31/2022 11:32:54,Non-Rural,60,57,77,64.66666667,67.75,0,0,0,,No,,,,The University of Melbourne,6.592,64.66666667,Deakin University,6.771,67.75,The University of Western Australia,6.498,67.75,Griffith University,6.397,67.75,The University of Notre Dame Sydney,6.75,64.66666667,Macquarie University,6.591,67.75,"
"
50,8/31/2022 11:32:54,Non-Rural,67,73,59,66.33333333,64.5,0,0,0,,No,,,,The University of Melbourne,6.7,66.33333333,Deakin University,6.7,64.5,,,,,,,,,,,,,"
"
51,8/31/2022 11:34:11,Non-Rural,62,59,77,66,68.75,4,0,0,Strong portfolio (imo),Yes,Deakin University,6.688,68.75,The University of Notre Dame Sydney,6.375,66,,,,,,,,,,,,,,,,"FALSE
"
52,8/31/2022 11:34:20,Non-Rural,64,69,91,74.66666667,78.75,0,0,0,forgor GAM,Yes,The University of Queensland,6.42,74.66666667,The University of Melbourne,6.245,74.66666667,,,,,,,,,,,,,,,,"FALSE
"
53,8/31/2022 11:35:01,Non-Rural,54,70,66,63.33333333,64,0,0,0,,No,,,,The University of Notre Dame Sydney,6.875,63.33333333,The University of Notre Dame Fremantle,6.875,63.33333333,Deakin University,6.896,64,,,,Australian National University,6.875,64,The University of Melbourne,6.846,63.33333333,"
"
54,8/31/2022 11:35:51,Non-Rural,64,81,67,70.66666667,69.75,0,0,0,,Yes,Griffith University,6.854,69.75,,,,,,,,,,,,,,,,,,,"FALSE
"
55,8/31/2022 11:36:45,Non-Rural,64,64,68,65.33333333,66,0,0,0,,No,,,,The University of Melbourne,6.75,65.33333333,Australian National University,6.771,66,The University of Queensland,6.792,65.33333333,The University of Notre Dame Sydney,6.771,65.33333333,Griffith University,6.792,66,Deakin University,6.75,66,"
"
56,8/31/2022 11:37:48,Non-Rural,67,59,76,67.33333333,69.5,0,0,0,,Yes,The University of Queensland,6.88,67.33333333,The University of Melbourne,6.88,67.33333333,Deakin University,6.88,69.5,,,,,,,,,,,,,"FALSE
"
57,8/31/2022 11:38:40,Non-Rural,71,78,65,71.33333333,69.75,2,0,0,Average portfolio,Yes,The University of Queensland,7,71.33333333,The University of Melbourne,6.58,71.33333333,Deakin University,6.79,69.75,The University of Notre Dame Sydney,6.79,71.33333333,,,,,,,,,,"FALSE
"
58,8/31/2022 11:39:01,Non-Rural,60,69,73,67.33333333,68.75,0,2,0,,No,,,,The University of Western Australia,6.281,68.75,The University of Melbourne,6.44,67.33333333,Australian National University,6.49,68.75,The University of Notre Dame Sydney,6.427,67.33333333,The University of Notre Dame Fremantle,6.427,67.33333333,Macquarie University,6.315,68.75,"
"
59,8/31/2022 11:39:44,Non-Rural,75,76,72,74.33333333,73.75,0,2,0,,Yes,The University of Queensland,7,74.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
60,8/31/2022 11:40:42,Rural,59,54,64,59,60.25,6,0,0,,Yes,Deakin University,6.365,60.25,,,,,,,,,,,,,,,,,,,"FALSE
"
61,8/31/2022 11:41:04,Non-Rural,78,80,58,72,68.5,2,4,0,"no idea what a strong portfolio looks like, but think it was ok?",Yes,The University of Wollongong,5.5,68.5,,,,,,,,,,,,,,,,,,,"FALSE
"
62,8/31/2022 11:41:10,Non-Rural,58,76,55,63,61,0,2,0,"Top quartile CASPER, above average-strong diverse portfolio spread over 12 years of experience.
",No,,,,The University of Wollongong,5.5,61,The University of Melbourne,6.921,63,Australian National University,6.91,61,The University of Queensland,6.781,63,Griffith University,6.903,61,,,,"
"
63,8/31/2022 11:41:24,Non-Rural,62,73,68,67.66666667,67.75,0,2,0,,Yes,The University of Queensland,7,67.66666667,The University of Melbourne,6.313,67.66666667,,,,,,,,,,,,,,,,"FALSE
"
64,8/31/2022 11:41:44,Non-Rural,65,71,63,66.33333333,65.5,0,0,0,Above average portfolio,Yes,The University of Notre Dame Sydney,6.755,66.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
65,8/31/2022 11:41:46,Rural,74,68,51,64.33333333,61,14,0,0,,Yes,Griffith University,6.688,61,,,,,,,,,,,,,,,,,,,"FALSE
"
66,8/31/2022 11:41:48,Non-Rural,68,65,73,68.66666667,69.75,0,0,0,,Yes,Griffith University,6.938,69.75,,,,,,,,,,,,,,,,,,,"FALSE
"
67,8/31/2022 11:42:47,Non-Rural,62,74,67,67.66666667,67.5,0,0,0,,Yes,The University of Notre Dame Sydney,6.659,67.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
68,8/31/2022 11:42:51,Non-Rural,69,70,68,69,68.75,6,2,0,,No,,,,Deakin University,6.396,68.75,The University of Melbourne,6.35,69,The University of Queensland,6,69,Griffith University,6.33,68.75,The University of Notre Dame Fremantle,6.396,69,The University of Notre Dame Sydney,6.396,69,"
"
69,8/31/2022 11:43:13,Non-Rural,65,76,77,72.66666667,73.75,0,2,0,,Yes,The University of Queensland,7,72.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
70,8/31/2022 11:43:17,Non-Rural,63,64,99,75.33333333,81.25,0,0,0,,Yes,The University of Queensland,6.72,75.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
71,8/31/2022 11:43:57,Non-Rural,60,75,79,71.33333333,73.25,2,0,0,,Yes,Griffith University,6.917,73.25,,,,,,,,,,,,,,,,,,,"FALSE
"
72,8/31/2022 11:43:59,Non-Rural,67,67,74,69.33333333,70.5,0,0,0,,Yes,The University of Notre Dame Sydney,6.73,69.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
73,8/31/2022 11:44:18,Non-Rural,68,82,70,73.33333333,72.5,2,0,0,,Yes,The University of Queensland,6.6,73.33333333,The University of Melbourne,6.5,73.33333333,Deakin University,6.5,72.5,,,,,,,,,,,,,"FALSE
"
74,8/31/2022 11:44:25,Non-Rural,73,67,77,72.33333333,73.5,0,0,0,Strong portfolio,Yes,The University of Notre Dame Sydney,6.5,72.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
75,8/31/2022 11:44:31,Non-Rural,60,79,67,68.66666667,68.25,2,0,0,,Yes,Macquarie University,6.688,68.25,The University of Melbourne,6.5,68.66666667,Deakin University,6.5,68.25,,,,,,,,,,,,,"FALSE
"
76,8/31/2022 11:46:18,Non-Rural,62,80,62,68,66.5,2,0,0,"strong portfolio, second bottom CASPER",Yes,The University of Wollongong,5.5,66.5,,,,,,,,,,,,,,,,,,,"FALSE
"
77,8/31/2022 11:47:10,Non-Rural,70,58,72,66.66666667,68,4,2,0,,Yes,The University of Notre Dame Fremantle,6.89,66.66666667,Griffith University,6.84,68,,,,,,,,,,,,,,,,"FALSE
"
78,8/31/2022 11:47:22,Rural,60,60,60,60,60,0,0,0,Very strong portfolio of running volunteer programs and publications,Yes,The University of Notre Dame Fremantle,6,60,,,,,,,,,,,,,,,,,,,"FALSE
"
79,8/31/2022 11:47:29,Non-Rural,62,64,75,67,69,0,2,0,Portfolio strength should be at least above average,Yes,The University of Notre Dame Sydney,6.82,67,,,,,,,,,,,,,,,,,,,"FALSE
"
80,8/31/2022 11:48:04,Rural,61,57,59,59,59,8,0,5,,Yes,The University of Wollongong,5.5,59,,,,,,,,,,,,,,,,,,,"FALSE
"
81,8/31/2022 11:48:11,Non-Rural,62,74,70,68.66666667,69,0,0,3,,Yes,Macquarie University,6.73,69,,,,,,,,,,,,,,,,,,,"FALSE
"
82,8/31/2022 11:48:42,Non-Rural,66,75,73,71.33333333,71.75,0,0,3,Above average portfolio.,Yes,The University of Notre Dame Sydney,6.87,71.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
83,8/31/2022 11:48:50,Non-Rural,62,69,77,69.33333333,71.25,0,0,0,,Yes,The University of Queensland,6.938,69.33333333,The University of Melbourne,6.854,69.33333333,Deakin University,6.861,71.25,,,,,,,,,,,,,"FALSE
"
84,8/31/2022 11:49:32,Non-Rural,64,81,64,69.66666667,68.25,0,2,0,,Yes,The University of Queensland,7,69.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
85,8/31/2022 11:49:56,Non-Rural,64,63,74,67,68.75,0,2,0,"Student athlete, 2x state championship winner, academic scholar, captain for both sports, chair of fundraising committee, John’s Hopkins medical poster presentation, scuba diver, 1st gen immigrant, rural overseas experiences
",Yes,The University of Notre Dame Sydney,6.1,67,,,,,,,,,,,,,,,,,,,"FALSE
"
86,8/31/2022 11:50:26,Non-Rural,60,62,66,62.66666667,63.5,0,2,0,,No,,,,The University of Queensland,7,62.66666667,The University of Notre Dame Sydney,6.427,62.66666667,The University of Notre Dame Fremantle,6.427,62.66666667,,,,Griffith University,6.135,63.5,Australian National University,6.427,63.5,"
"
87,8/31/2022 11:50:37,Non-Rural,56,81,62,66.33333333,65.25,0,0,0,,No,,,,Griffith University,6.5,65.25,,,,,,,,,,,,,,,,"
"
88,8/31/2022 11:50:46,Non-Rural,59,62,76,65.66666667,68.25,0,2,0,GAM,Yes,The University of Queensland,7,65.66666667,The University of Notre Dame Sydney,6.96,65.66666667,The University of Melbourne,6.92,65.66666667,The University of Queensland,7,65.66666667,The University of Notre Dame Fremantle,6.96,65.66666667,Australian National University,6.96,68.25,The University of Wollongong,5.5,68.25,"FALSE
"
89,8/31/2022 11:52:06,Non-Rural,55,73,74,67.33333333,69,0,0,0,,Yes,Macquarie University,6.917,69,The University of Notre Dame Sydney,6.917,67.33333333,Macquarie University,6.917,69,,,,,,,,,,,,,"FALSE
"
90,8/31/2022 11:52:14,Rural,60,60,65,61.66666667,62.5,8,0,3,NSB,Yes,Griffith University,6.167,62.5,,,,,,,,,,,,,,,,,,,"FALSE
"
91,8/31/2022 11:53:54,Non-Rural,64,70,76,70,71.5,2,0,0,,Yes,The University of Notre Dame Sydney,6.86,70,,,,,,,,,,,,,,,,,,,"FALSE
"
92,8/31/2022 11:54:07,Rural,63,70,56,63,61.25,12,0,0,,Yes,Deakin University,6.5,61.25,,,,,,,,,,,,,,,,,,,"FALSE
"
93,8/31/2022 11:54:52,Non-Rural,62,61,61,61.33333333,61.25,0,0,0,above average portfolio,No,,,,The University of Notre Dame Sydney,6.4,61.33333333,,,,,,,,,,,,,,,,"
"
94,8/31/2022 11:56:27,Non-Rural,71,62,76,69.66666667,71.25,2,0,0,,No,,,,The University of Notre Dame Sydney,6.479,69.66666667,Deakin University,6.479,71.25,Australian National University,6.479,71.25,The University of Notre Dame Fremantle,6.479,69.66666667,Griffith University,6.417,71.25,The University of Western Australia,6.354,71.25,"
"
95,8/31/2022 11:56:31,Non-Rural,69,67,73,69.66666667,70.5,0,0,0,,Yes,The University of Queensland,7,69.66666667,The University of Melbourne,6.775,69.66666667,The University of Notre Dame Sydney,6.789,69.66666667,,,,,,,,,,,,,"FALSE
"
96,8/31/2022 11:57:12,Non-Rural,66,75,74,71.66666667,72.25,0,0,0,,Yes,The University of Wollongong,5.5,72.25,,,,,,,,,,,,,,,,,,,"FALSE
"
97,8/31/2022 11:57:17,Non-Rural,61,85,67,71,70,0,0,0,Above average/ strong portfolio (UOW gave it 4/5 last year),Yes,The University of Notre Dame Fremantle,6.3125,71,,,,,,,,,,,,,,,,,,,"FALSE
"
98,8/31/2022 11:58:08,Non-Rural,57,68,63,62.66666667,62.75,6,0,0,"WA Resident, Strong Portfolio.",Yes,The University of Notre Dame Fremantle,6.481,62.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
99,8/31/2022 11:58:36,Non-Rural,58,78,69,68.33333333,68.5,0,0,0,,Yes,The University of Queensland,6.888,68.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
100,8/31/2022 11:59:41,Non-Rural,66,70,68,68,68,2,0,0,,Yes,The University of Notre Dame Sydney,6.5,68,,,,,,,,,,,,,,,,,,,"FALSE
"
101,8/31/2022 11:59:45,Non-Rural,73,70,67,70,69.25,0,0,0,,Yes,The University of Queensland,6.85714,70,,,,,,,,,,,,,,,,,,,"FALSE
"
102,8/31/2022 12:01:37,Rural,63,67,67,65.66666667,66,0,2,0,,Yes,The University of Queensland,7,65.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
103,8/31/2022 12:01:56,Non-Rural,63,75,69,69,69,2,0,0,,Yes,The University of Queensland,6.985,69,The University of Melbourne,6.985,69,,,,,,,,,,,,,,,,"FALSE
"
104,8/31/2022 12:01:59,Non-Rural,69,80,65,71.33333333,69.75,0,0,0,Decent portfolio,Yes,The University of Notre Dame Sydney,6.48,71.33333333,The University of Queensland,6.5,71.33333333,Griffith University,6.3,69.75,,,,,,,,,,,,,"FALSE
"
105,8/31/2022 12:02:54,Non-Rural,59,71,61,63.66666667,63,2,0,0,very strong portfolio,Yes,The University of Notre Dame Sydney,6.757,63.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
106,8/31/2022 12:03:03,Non-Rural,65,61,74,66.66666667,68.5,0,0,0,,No,,,,Macquarie University,6.437,68.5,,,,,,,,,,,,,,,,"
"
107,8/31/2022 12:03:51,Non-Rural,60,70,59,63,62,0,0,0,-,Yes,The University of Notre Dame Sydney,6.59,63,,,,,,,,,,,,,,,,,,,"FALSE
"
108,8/31/2022 12:04:04,Non-Rural,65,64,68,65.66666667,66.25,0,0,0,WA resident.,Yes,The University of Notre Dame Fremantle,6.7,65.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
109,8/31/2022 12:04:27,Non-Rural,60,66,78,68,70.5,0,0,0,,Yes,The University of Notre Dame Sydney,6.868,68,,,,,,,,,,,,,,,,,,,"FALSE
"
110,8/31/2022 12:04:41,Non-Rural,74,74,69,72.33333333,71.5,2,2,0,,Yes,The University of Queensland,7,72.33333333,,,,,,,,,,,,,,,,,,,"FALSE
"
111,8/31/2022 12:05:07,Non-Rural,65,89,62,72,69.5,6,0,0,,Yes,Deakin University,6.615,69.5,The University of Melbourne,6.569,72,Griffith University,6.479,69.5,The University of Queensland,6.075,72,,,,,,,,,,"FALSE
"
112,8/31/2022 12:05:13,Non-Rural,64,56,71,63.66666667,65.5,6,0,0,,Yes,Deakin University,6.71,65.5,,,,,,,,,,,,,,,,,,,"FALSE
"
113,8/31/2022 12:05:56,Rural,72,63,81,72,74.25,4,0,0,Above average portfolio,Yes,The University of Wollongong,5.5,74.25,,,,,,,,,,,,,,,,,,,"FALSE
"
114,8/31/2022 12:07:42,Non-Rural,66,84,62,70.66666667,68.5,2,2,0,,Yes,Deakin University,7,68.5,The University of Melbourne,6.604,70.66666667,,,,,,,,,,,,,,,,"FALSE
"
115,8/31/2022 12:08:23,Non-Rural,70,68,54,64,61.5,0,2,0,,No,,,,The University of Melbourne,6.575,64,Deakin University,6.583,61.5,The University of Notre Dame Sydney,6.583,64,The University of Notre Dame Fremantle,6.583,64,Australian National University,6.572,61.5,,,,"
"
116,8/31/2022 12:08:53,Rural,71,78,57,68.66666667,65.75,0,0,0,Completing Bachelor of Occupational Therapy at UQ,Yes,The University of Queensland,5.9,68.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
117,8/31/2022 12:09:58,Non-Rural,74,83,80,79,79.25,4,2,0,,Yes,The University of Notre Dame Sydney,5.383,79,The University of Queensland,5.625,79,Deakin University,5.539,79.25,Griffith University,5.278,79.25,Australian National University,5.676,79.25,,,,,,,"FALSE
"
118,8/31/2022 12:10:27,Non-Rural,82,72,71,75,74,2,0,0,,Yes,Deakin University,6.99,74,,,,,,,,,,,,,,,,,,,"FALSE
"
119,8/31/2022 12:11:35,Non-Rural,60,69,67,65.33333333,65.75,0,0,0,BHMS(A) grad,Yes,Macquarie University,6.931,65.75,Australian National University,6.931,65.75,The University of Melbourne,6.917,65.33333333,Deakin University,6.931,65.75,Griffith University,6.931,65.75,The University of Western Australia,6.931,65.75,,,,"FALSE
"
120,8/31/2022 12:11:58,Non-Rural,63,78,68,69.66666667,69.25,0,0,0,,Yes,The University of Queensland,7,69.66666667,,,,,,,,,,,,,,,,,,,"FALSE
"
